date,OT,1,2,3,4,5,6,7
2012/10/3,5.69,6,24,20.31,78.1,3.2,18.6,0.4
2012/10/4,6.29,6,24,19.71,75.8,4,17,0.4
2012/10/5,6.01,6,24,19.99,76.9,4.5,18.8,0.4
2012/10/6,6.5,6,24,19.5,75,3,16.8,0.4
2012/10/7,6.19,6,24,19.81,76.2,5.2,17,0.4
2012/10/8,6.71,6,24,19.29,74.2,3,18.6,0.4
2012/10/9,6.4,6,24,19.6,75.4,5,16.4,0.4
2012/10/10,6.71,6,24,19.29,74.2,5,18.4,0.4
2012/10/11,6.99,6,24,19.01,73.1,2.5,18,0.4
2012/10/12,8.01,6,24,17.99,69.2,5,17,0.4
2012/10/13,8.09,6,24,17.91,68.9,4,16.4,0.4
