date,OT,1,2,3,4,5,6,7,8
2016/6/20,72.93,4,24,0.07,15776,15.3,0,0.14,0.1
2016/6/21,77.92,4,24,0.08,16029,15.2,0,0.14,0.1
2016/6/22,74.92,4,24,0.08,15841,15.1,0,0.14,0.1
2016/6/23,74.92,4,24,0.08,16222,15,0,0.14,0.1
2016/6/24,76.92,4,24,0.08,16202,15.1,0,0.14,0.1
2016/6/25,72.71,4,24,0.29,15933,15.1,0,0.14,0.4
2016/6/26,74.7,4,24,0.3,15367,15.1,0,0.14,0.4
2016/6/27,76.69,4,24,0.31,15652,15.1,0,0.14,0.4
2016/6/28,74.7,4,24,0.3,15796,15.1,0,0.14,0.4
2016/6/29,74.7,4,24,0.3,15544,15.1,0,0.14,0.4
2016/6/30,73.73,4,24,0.27,15633,15.1,0,0.14,0.37
2016/7/1,71.73,4,24,0.27,15823,15,0,0.14,0.37
2016/7/2,70.74,4,24,0.26,15230,15,0,0.14,0.37
2016/7/3,70.74,4,24,0.26,15116,15,0,0.14,0.37
2016/7/4,70.74,4,24,0.26,15010,14.8,0,0.14,0.37
2016/7/5,71.96,4,24,0.04,14933,14.8,0,0.14,0.05
2016/7/6,74.96,4,24,0.04,15857,14.8,0,0.14,0.05
2016/7/7,75.96,4,24,0.04,15219,14.8,0,0.14,0.05
2016/7/8,73.96,4,24,0.04,15305,14.8,0,0.14,0.05
2016/7/9,74.96,4,24,0.04,14831,14.8,0,0.14,0.05
2016/7/10,74.96,4,24,0.04,14745,14.8,0,0.14,0.05
2016/7/11,72.96,4,24,0.04,14811,14.6,0,0.13,0.05
2016/7/12,73.96,4,24,0.04,14971,14.6,0,0.13,0.05
2016/7/13,72.96,4,24,0.04,15782,14.6,0,0.13,0.05
2016/7/14,72.96,4,24,0.04,15311,14.5,0,0.13,0.05
2016/7/15,71.96,4,24,0.04,14850,14.5,0,0.13,0.05
2016/7/16,72.96,4,23.75,0.04,15022,14.5,0,0.13,0.05
2016/7/17,72.96,4,24,0.04,14932,14.5,0,0.14,0.05
2016/7/18,72.96,4,24,0.04,15011,14.5,0,0.14,0.05
2016/7/19,73.96,4,24,0.04,14288,14.5,0,0.13,0.05
2016/7/20,74,4,24,0,14881,14.5,0,0.13,0
2016/7/21,74,4,24,0,14963,14.5,0,0.13,0
2016/7/22,72,4,24,0,15397,14,0,0.14,0
2016/7/23,72,4,24,0,15132,14,0,0.15,0
2016/7/24,72.6,4,23.75,0.4,15001,14,0,0.18,0.55
2016/7/25,73.59,4,24,0.41,15238,14,0,0.19,0.55
2016/7/26,72.6,4,24,0.4,14829,14,0,0.19,0.55
2016/7/27,73.59,4,24,0.41,15072,14,0,0.19,0.55
2016/7/28,72.6,4,24,0.4,15145,14,0,0.19,0.55
2016/7/29,74.89,4,24,0.11,15630,14,0,0.19,0.15
2016/7/30,75.89,4,24,0.11,15597,14,0,0.19,0.15
2016/7/31,73.89,4,24,0.11,15758,14,0,0.19,0.15
2016/8/1,74.89,4,24,0.11,15553,14,0,0.16,0.15
2016/8/2,74.89,4,24,0.11,15612,14,0,0.16,0.15
2016/8/3,73,4,24,0,15077,14,0,0.16,0
2016/8/4,73,4,24,0,15111,14,0,0.16,0
2016/8/5,71,4,24,0,14612,14,0,0.16,0
2016/8/6,72,4,24,0,15100,14,0,0.16,0
2016/8/7,73,4,24,0,15177,14,0,0.16,0
2016/8/8,71.96,4,24,0.04,15313,14,0,0.16,0.05
2016/8/9,75.96,4,24,0.04,15310,14,0,0.16,0.05
2016/8/10,74.96,4,24,0.04,15080,14,0,0.16,0.05
2016/8/11,74.96,4,24,0.04,14970,14,0,0.16,0.05
2016/8/12,74.96,4,24,0.04,14745,14,0,0.16,0.05
2016/8/13,73.96,4,24,0.04,14804,14,0,0.16,0.05
2016/8/14,73.96,4,24,0.04,15080,14,0,0.16,0.05
2016/8/15,74.96,4,24,0.04,14829,14,0,0.16,0.05
2016/8/16,74.96,4,23.75,0.04,14968,14,0,0.16,0.05
2016/8/17,73.96,4,24,0.04,15092,14,0,0.16,0.05
2016/8/18,73.7,4,24,0.3,15411,14,0,0.16,0.4
2016/8/19,42.83,4,23.75,0.17,9526,18,0,0.12,0.4
2016/8/20,43.82,5,23.5,0.18,8808,12,0,0.16,0.4
2016/8/21,62.75,4,23.75,0.25,12049,15.5,0,0.14,0.4
2016/8/22,58.76,4,24,0.24,11953,15.5,0,0.14,0.4
2016/8/23,58.88,4,24,0.12,11483,15.5,0,0.14,0.2
2016/8/24,59.88,4,24,0.12,11669,15.5,0,0.14,0.2
2016/8/25,59.88,4,24,0.12,11534,15.5,0,0.14,0.2
2016/8/26,59.88,4,24,0.12,11457,15.5,0,0.14,0.2
2016/8/27,60.88,4,24,0.12,11806,15.5,0,0.14,0.2
2016/8/28,59.94,4,24,0.06,12017,15.5,0,0.14,0.1
2016/8/29,60.94,4,24,0.06,12136,15,0,0.14,0.1
2016/8/30,60.94,4,24,0.06,12137,15,0,0.14,0.1
2016/8/31,59.94,4,24,0.06,12137,15,0,0.14,0.1
2016/9/1,59.94,4,24,0.06,12217,15,0,0.14,0.1
2016/9/2,59,4,24,0,12351,15,0,0.14,0
2016/9/3,63,4,24,0,12376,15,0,0.14,0
2016/9/4,60,4,24,0,12231,15,0,0.14,0
2016/9/5,64,4,24,0,12342,15,0,0.14,0
2016/9/6,62,4,24,0,12258,15,0,0.14,0
2016/9/7,62.97,4,24,0.03,12962,15,0,0.14,0.05
2016/9/8,61.97,4,24,0.03,12725,15,0,0.14,0.05
2016/9/9,59.97,4,24,0.03,12839,15,0,0.14,0.05
2016/9/10,60.97,4,24,0.03,12937,15,0,0.14,0.05
2016/9/11,58.97,4,24,0.03,12722,15,0,0.14,0.05
2016/9/12,58.85,4,24,0.15,12935,15,0,0.14,0.25
2016/9/13,62.84,4,24,0.16,13123,15,0,0.14,0.25
2016/9/14,57.85,4,21.5,0.15,11579,15,0,0.14,0.25
2016/9/15,57.85,4,24,0.15,12155,15,0,0.14,0.25
2016/9/16,60.85,4,23.75,0.15,13244,15,0,0.14,0.25
2016/9/17,62.94,4,24,0.06,13252,15,0,0.14,0.1
2016/9/18,60.94,4,24,0.06,13367,15,0,0.14,0.1
2016/9/19,60.94,4,24,0.06,13848,15,0,0.14,0.1
2016/9/20,60.94,4,24,0.06,14202,15,0,0.15,0.1
2016/9/21,60.94,4,24,0.06,13796,15,0,0.15,0.1
2016/9/22,60.94,4,24,0.06,13587,15,0,0.15,0.1
2016/9/23,57.94,4,24,0.06,13650,14.7,0,0.15,0.1
2016/9/24,57.94,4,24,0.06,13857,14.5,0,0.15,0.1
2016/9/25,56.94,4,24,0.06,14144,14.5,0,0.15,0.1
2016/9/26,56.94,4,24,0.06,13429,14.5,0,0.15,0.1
2016/9/27,58.86,4,24,0.14,13591,14.5,0,0.15,0.23
2016/9/28,59.86,4,24,0.14,13581,14.5,0,0.15,0.23
2016/9/29,59.86,4,24,0.14,13903,14.5,0,0.15,0.23
2016/9/30,60.86,4,24,0.14,13835,14.5,0,0.15,0.23
2016/10/1,60.86,4,24,0.14,13837,14.5,0,0.15,0.23
2016/10/2,61.84,4,24,0.16,13365,14.5,0,0.15,0.25
2016/10/3,61.84,4,24,0.16,13218,14.5,0,0.15,0.25
2016/10/4,61.84,4,24,0.16,13357,14.5,0,0.15,0.25
2016/10/5,60.85,4,24,0.15,13493,14.5,0,0.15,0.25
2016/10/6,61.84,4,24,0.16,13621,14.5,0,0.15,0.25
2016/10/7,60.94,4,24,0.06,13744,14.5,0,0.15,0.1
2016/10/8,60.94,4,24,0.06,13757,14.5,0,0.15,0.1
2016/10/9,61.94,4,24,0.06,13720,14.5,0,0.15,0.1
2016/10/10,61.94,4,24,0.06,13930,14.5,0,0.15,0.1
2016/10/11,60.94,4,24,0.06,13998,14.5,0,0.15,0.1
2016/10/12,59.94,4,22.5,0.06,12628,14.5,0,0.15,0.1
2016/10/13,61.94,4,24,0.06,13365,14.5,0,0.15,0.1
2016/10/14,61.94,4,24,0.06,13178,14.2,0,0.15,0.1
2016/10/15,60.94,4,24,0.06,13082,14,0,0.15,0.1
2016/10/16,61.94,4,23.75,0.06,13020,14,0,0.15,0.1
2016/10/17,59.97,4,24,0.03,13009,14,0,0.15,0.05
2016/10/18,59.97,4,24,0.03,13109,14,0,0.15,0.05
2016/10/19,60.97,4,24,0.03,12950,14,0,0.15,0.05
2016/10/20,59.97,4,24,0.03,12942,14,0,0.15,0.05
2016/10/21,59.97,4,24,0.03,12940,14,0,0.15,0.05
2016/10/22,59.82,4,24,0.18,12722,14,0,0.15,0.3
2016/10/23,59.82,4,24,0.18,12756,14,0,0.15,0.3
2016/10/24,60.82,4,24,0.18,12750,14,0,0.15,0.3
2016/10/25,60.82,4,24,0.18,12680,14,0,0.15,0.3
2016/10/26,60.82,4,24,0.18,13044,14,0,0.15,0.3
2016/10/27,62.94,4,24,0.06,13533,14,0,0.15,0.1
2016/10/28,59.94,4,24,0.06,13749,14,0,0.15,0.1
2016/10/29,59.94,4,24,0.06,13627,14,0,0.15,0.1
2016/10/30,59.94,4,24,0.06,13499,14,0,0.15,0.1
2016/10/31,59.94,4,24,0.06,13430,14,0,0.15,0.1
2016/11/1,60,4,24,0,13337,14,0,0.15,0
2016/11/2,60,4,24,0,13555,14,0,0.15,0
2016/11/3,59,4,24,0,13550,14,0,0.15,0
2016/11/4,59,4,24,0,13604,14,0,0.15,0
2016/11/5,59,4,24,0,13416,14,0,0.15,0
2016/11/6,58.4,4,24,0.6,13495,14,0,0.15,1.01
2016/11/7,58.4,4,24,0.6,13830,14,0,0.15,1.01
2016/11/8,58.4,4,24,0.6,13480,14,0,0.15,1.01
2016/11/9,59.39,4,24,0.61,13520,14,0,0.15,1.01
2016/11/10,59.39,4,24,0.61,13683,14,0,0.15,1.01
2016/11/11,59.82,4,24,0.18,13144,14,0,0.15,0.3
2016/11/12,58.82,4,24,0.18,12900,14,0,0.15,0.3
2016/11/13,59.82,4,24,0.18,12073,13.5,0,0.15,0.3
2016/11/14,57.83,4,24,0.17,12260,14,0,0.15,0.3
2016/11/15,31.9,4,13,0.1,7246,20,0,0.14,0.3
2016/11/25,55.8,4,23,0.2,10467,13.5,0,0.13,0.35
2016/11/26,60.94,4,24,0.06,11778,13.5,0,0.13,0.1
2016/11/27,59.88,4,24,0.12,11821,13.5,0,0.13,0.2
2016/11/28,58.91,4,24,0.09,11898,13.5,0,0.13,0.15
2016/11/29,59.94,4,24,0.06,12085,13.5,0,0.13,0.1
2016/11/30,59.94,4,24,0.06,12425,13.5,0,0.13,0.1
2016/12/1,58.94,4,24,0.06,12787,13.5,0,0.14,0.1
2016/12/2,59.94,4,24,0.06,12802,13.5,0,0.14,0.1
2016/12/3,59.94,4,24,0.06,12520,13.5,0,0.14,0.1
2016/12/4,59.88,4,24,0.12,12516,13.5,0,0.14,0.2
2016/12/5,60.88,4,24,0.12,12212,13.5,0,0.13,0.2
2016/12/6,60.88,4,24,0.12,12180,13.5,0,0.13,0.2
2016/12/7,61.88,4,24,0.12,12138,13.5,0,0.13,0.2
2016/12/8,59.88,4,24,0.12,12174,13.7,0,0.13,0.2
2016/12/9,59.7,4,24,0.3,12411,13.7,0,0.15,0.5
2016/12/10,60.69,4,24,0.31,12615,13.7,0,0.15,0.5
2016/12/11,62.68,4,24,0.32,12745,13.7,0,0.15,0.5
2016/12/12,61.69,4,24,0.31,12773,13.6,0,0.16,0.5
2016/12/13,61.69,4,24,0.31,12785,13.6,0,0.16,0.5
2016/12/14,62.84,4,24,0.16,12917,13.6,0,0.16,0.25
2016/12/15,62.84,4,24,0.16,12937,13.6,0,0.16,0.25
2016/12/16,60.85,4,23.75,0.15,12919,13.5,0,0.16,0.25
2016/12/17,62.84,4,24,0.16,13042,13.5,0,0.16,0.25
2016/12/18,62.84,4,24,0.16,13135,13.5,0,0.16,0.25
2016/12/19,61.78,4,24,0.22,13382,13.5,0,0.16,0.35
2016/12/20,59.79,4,24,0.21,12883,13.5,0,0.16,0.35
2016/12/21,59.79,4,24,0.21,13008,13.5,0,0.16,0.35
2016/12/22,37.87,3,23.75,0.13,8504,18.4,0,0.14,0.35
2016/12/23,22.95,3,24,0.05,5008,18.4,0,0.14,0.2
2016/12/24,23.95,3,24,0.05,5132,18.4,0,0.14,0.2
2016/12/25,24.95,3,24,0.05,5236,18.4,0,0.14,0.2
2016/12/26,23.95,3,24,0.05,5369,18.4,0,0.14,0.2
2016/12/27,24.95,3,24,0.05,5425,18.4,0,0.15,0.2
2016/12/28,22.79,3,24,0.21,5522,18.4,0,0.15,0.9
2016/12/29,21.8,3,24,0.2,5091,18.4,0,0.15,0.9
2016/12/30,21.8,3,24,0.2,4940,18.2,0,0.15,0.9
2016/12/31,22.79,3,24,0.21,5122,18.2,0,0.16,0.9
2017/1/1,54.5,4,23.75,0.5,11083,13.5,0,0.17,0.9
2017/1/2,57.83,4,24,0.17,13174,13.5,0,0.18,0.3
2017/1/3,57.83,4,24,0.17,13652,13.5,0,0.18,0.3
2017/1/4,57.83,4,24,0.17,13633,13.5,0,0.19,0.3
2017/1/5,59.82,4,24,0.18,12947,13.5,0,0.19,0.3
2017/1/6,61.81,4,24,0.19,12968,13.5,0,0.2,0.3
2017/1/7,62.78,4,24,0.22,13128,13.5,0,0.21,0.35
2017/1/8,62.78,4,24,0.22,13246,13.5,0,0.21,0.35
2017/1/9,61.78,4,24,0.22,13228,13.5,0,0.22,0.35
2017/1/10,60.79,4,24,0.21,13076,13.4,0,0.23,0.35
2017/1/11,58.79,4,24,0.21,13036,13.4,0,0.24,0.35
2017/1/12,56.83,4,24,0.17,13080,13.2,0,0.25,0.3
2017/1/13,54.83,4,24,0.17,13097,13.2,0,0.26,0.3
2017/1/14,54.83,4,24,0.17,13110,13.2,0,0.27,0.3
2017/1/15,54.83,4,24,0.17,13160,13.2,0,0.26,0.3
2017/1/16,54.83,4,23.75,0.17,13188,13.2,0,0.24,0.3
2017/1/17,55.83,4,24,0.17,13136,13.2,0,0.24,0.3
2017/1/18,54.83,4,24,0.17,13414,13.2,0,0.24,0.3
2017/1/19,55.83,4,24,0.17,13498,13.2,0,0.24,0.3
2017/1/20,55.83,4,24,0.17,13364,13.2,0,0.22,0.3
2017/1/21,55.83,4,24,0.17,13421,13.2,0,0.24,0.3
2017/1/22,56.86,4,24,0.14,13420,13.5,0,0.2,0.25
2017/1/23,56.86,4,24,0.14,13542,13.4,0,0.2,0.25
2017/1/24,57.85,4,24,0.15,13804,13.2,0,0.2,0.25
2017/1/25,58.85,4,24,0.15,13811,13.2,0,0.2,0.25
2017/1/26,57.85,4,24,0.15,13976,13.2,0,0.2,0.25
2017/1/27,56.74,4,24,0.26,13859,13.2,0,0.22,0.45
2017/1/28,55.75,4,24,0.25,14166,13.4,0,0.22,0.45
2017/1/29,56.74,4,24,0.26,13991,13.4,0,0.22,0.45
2017/1/30,56.74,4,24,0.26,14164,13.4,0,0.22,0.45
2017/1/31,57.74,4,24,0.26,13933,13.4,0,0.22,0.45
2017/2/1,56.86,4,24,0.14,13893,13.4,0,0.22,0.25
2017/2/2,55.86,4,24,0.14,13946,13.4,0,0.22,0.25
2017/2/3,56.86,4,24,0.14,13701,13.2,0,0.22,0.25
2017/2/4,56.86,4,24,0.14,13696,13.2,0,0.22,0.25
2017/2/5,56.86,4,24,0.14,13795,13.2,0,0.22,0.25
2017/2/6,57.85,4,24,0.15,13665,13.2,0,0.22,0.25
2017/2/7,58.85,4,24,0.15,13470,13,0,0.22,0.25
2017/2/8,59.85,4,24,0.15,13464,13,0,0.24,0.25
2017/2/9,59.85,4,24,0.15,13664,13,0,0.24,0.25
