date,OT,1,2,3,4,5
2014/4/17,5.41,24,20.59,2,21,0.4
2014/4/18,5.41,24,20.59,1.8,20,0.4
2014/4/19,5.41,24,20.59,2,20,0.4
2014/4/20,5.3,24,20.7,2.2,22,0.4
2014/4/21,5.3,24,20.7,2.1,20,0.4
2014/4/22,5.3,24,20.7,2.2,22,0.4
2014/4/23,5.41,24,20.59,2.3,21.6,0.4
2014/4/24,5.3,24,20.7,2.2,21,0.4
2014/4/25,5.23,24,20.77,2,21,0.4
2014/4/26,5.49,24,20.51,2.1,21.2,0.4
2014/4/27,5.59,24,20.41,2.2,21,0
2014/4/28,5.59,24,20.41,2.1,21,0
2014/4/29,5.69,24,20.31,2.2,21.2,0.4
2014/4/30,5.59,24,20.41,2.4,21.3,0.4
2014/5/1,5.59,24,20.41,2.1,21.2,0.4
2014/5/2,5.69,24,20.31,2.2,22,0.4
2014/5/3,5.59,24,20.41,2.2,20.2,0.4
2014/5/4,5.51,24,20.49,2.3,21,0.4
2014/5/5,5.41,24,20.59,2.5,21.2,0.4
2014/5/6,5.41,24,20.59,2.2,21.2,0.4
2014/5/7,5.49,24,20.51,2.4,20.9,0.4
2014/5/8,5.41,24,20.59,2.5,21,0.4
2014/5/9,5.49,24,20.51,2.4,21.3,0.4
2014/5/10,5.41,24,20.59,2.3,21.2,0.4
2014/5/11,5.41,24,20.59,2.4,20.8,0.4
2014/5/12,5.49,24,20.51,2.5,21.2,0.4
2014/5/13,5.59,24,20.41,2.2,21.2,0.4
2014/5/14,5.59,24,20.41,2.4,20.4,0.4
2014/5/15,5.59,24,20.41,2.2,22,0.4
2014/5/16,5.59,24,20.41,2,22,0.4
2014/5/17,5.69,24,20.31,2,22,0.4
2014/5/18,5.69,24,20.31,2,22,0.4
2014/5/19,5.59,24,20.41,2,22,0.4
2014/5/20,5.59,24,20.41,2,22,0.4
2014/5/21,5.49,24,20.51,2,21,0.4
2014/5/22,5.41,24,20.59,2,22,0.4
2014/5/23,5.41,24,20.59,1.9,21.6,0.4
2014/5/24,5.41,24,20.59,2,22,0.4
2014/5/25,5.51,24,20.49,2,22,0.4
2014/5/26,5.41,24,20.59,2,22,0.4
2014/5/27,5.49,24,20.51,2,21.8,0.4
2014/5/28,5.59,24,20.41,2,21,0.4
2014/5/29,5.59,24,20.41,2,22,0.4
2014/5/30,5.51,24,20.49,2,22,0.4
2014/5/31,5.41,24,20.59,2,21,0.4
2014/6/1,5.41,24,20.59,2,22,0.4
2014/6/2,5.41,24,20.59,2,21,0.3
2014/6/3,5.41,24,20.59,2,21,0.3
2014/6/4,5.3,24,20.7,2,21,0.3
2014/6/5,5.3,24,20.7,2,21,0.3
2014/6/6,5.2,24,20.8,1.8,21.2,0.3
2014/6/7,5.3,24,20.7,2,22,0.3
2014/6/8,5.41,24,20.59,2,22,0.3
2014/6/9,5.49,24,20.51,1.8,21,0.3
2014/6/10,5.49,24,20.51,2,21.4,0.3
2014/6/11,5.49,24,20.51,2.4,22,0.3
2014/6/12,5.49,24,20.51,2,22,0.4
2014/6/13,4,24,22,1.8,22,0.2
2014/6/14,5.89,24,21.11,2,22,0.4
2014/6/15,5.86,24,21.14,2,21.8,0.4
2014/6/16,6.94,24,25.06,2.2,22,0.4
2014/6/17,5.62,24,20.38,2.2,21,0.4
2014/6/18,5.64,24,21.36,2,21,0.4
2014/6/19,5.83,24,18.17,2,22,0.4
2014/6/20,6.02,24,21.98,2,22,0.4
2014/6/21,6.21,24,22.79,2.2,22,0.4
2014/6/22,5.92,24,19.08,2.2,21.8,0.4
2014/6/23,5.82,24,17.18,2,21,0.4
2014/6/24,5.85,24,16.15,2,21,0.4
2014/6/25,5.97,24,19.03,2,21,0.4
2014/6/26,5.6,24,22.4,1.4,21,0.3
2014/6/27,4.56,24,16.44,1.3,22.6,0.2
2014/6/28,4.77,24,17.23,2.2,22,0.4
2014/6/29,4.56,24,16.44,2,21.6,0.3
2014/6/30,4.34,24,15.66,1.2,22,0.3
2014/7/1,4.77,24,17.23,2.2,22,0.4
2014/7/2,4.56,24,16.44,2,22,0.3
2014/7/3,4.32,24,15.68,2,22,0.4
2014/7/4,4.75,24,17.25,2,22,0.3
2014/7/5,4.54,24,16.46,2,21.8,0.3
2014/7/6,4.75,24,17.25,2,22,0.3
2014/7/7,4.77,24,17.23,2,22,0.3
2014/7/8,4.99,24,18.01,1.8,22,0.3
2014/7/9,4.77,24,17.23,2,22,0.3
2014/7/10,4.77,24,17.23,2,23,0.3
2014/7/11,4.56,24,16.44,1.8,22,0.3
2014/7/12,4.56,24,16.44,1.8,21.2,0.3
2014/7/13,4.77,24,17.23,2,22,0.3
2014/7/14,4.12,24,14.88,1.8,22,0.3
2014/7/15,4.73,24,17.27,1.8,22,0.3
2014/7/16,4.73,24,17.27,2,22,0.3
2014/7/17,4.73,24,17.27,2,22,0.3
2014/7/18,4.94,24,18.06,2.2,22,0.4
2014/7/19,4.94,24,18.06,2.1,22,0.4
2014/7/20,4.24,24,15.76,1.8,21.2,0.3
2014/7/21,4.69,24,17.31,2,22.4,0.4
2014/7/22,4.69,24,17.31,2,22,0.4
2014/7/23,4.9,24,18.1,1.8,21.4,0.3
2014/7/24,4.94,24,18.06,2,22,0.4
2014/7/25,4.97,24,18.03,2,22,0.4
2014/7/26,4.73,24,17.27,1.8,21.4,0.3
2014/7/27,4.97,24,18.03,2,22.1,0.4
2014/7/28,5.21,24,18.79,2,20,0.3
2014/7/29,5.21,24,18.79,1.6,21,0.2
2014/7/30,4.77,24,17.23,2.4,21.8,0.4
2014/7/31,5.18,24,18.82,1.8,21.8,0.3
2014/8/1,5.4,24,19.6,2.2,21.8,0.3
2014/8/2,5.37,24,19.63,2.6,22,0.3
2014/8/3,5.37,24,19.63,2.6,21.8,0.3
2014/8/4,4.94,24,18.06,1.8,21.6,0.3
2014/8/5,4.71,24,17.29,2.8,22,0.3
