date,OT,1,2,3,4,5,6,7,8
2016/11/20,71.86,3,24,0.14,10508,24.4,6.5,0.14,0.2
2016/11/21,71.86,3,24,0.14,10413,24.4,6.5,0.14,0.2
2016/11/22,72.71,3,24,0.29,10434,24.4,6.5,0.14,0.4
2016/11/23,72.71,3,24,0.29,10472,24.4,6.5,0.14,0.4
2016/11/24,72.71,3,24,0.29,10468,24.4,6.5,0.14,0.4
2016/11/25,72.71,3,24,0.29,10485,24.4,6.5,0.13,0.4
2016/11/26,70.72,3,24,0.28,10402,24.4,6.5,0.1,0.4
2016/11/27,70.43,3,24,0.57,10410,24.4,6.6,0.09,0.8
2016/11/28,70.43,3,24,0.57,10418,24.4,6.6,0.09,0.8
2016/11/29,70.43,3,24,0.57,10425,24.2,6.6,0.09,0.8
2016/11/30,70.43,3,24,0.57,10433,24.2,6.6,0.09,0.8
2016/12/1,70.43,3,24,0.57,10320,24.2,6.6,0.09,0.8
2016/12/2,70.79,3,24,0.21,10385,24.2,6.6,0.09,0.3
2016/12/3,72.78,3,24,0.22,10410,24.2,6.6,0.09,0.3
2016/12/4,71.78,3,24,0.22,10415,24.2,6.6,0.09,0.3
2016/12/5,73.78,3,24,0.22,10435,24.2,6.6,0.09,0.3
2016/12/6,73.78,3,24,0.22,10445,24.2,6.6,0.09,0.3
2016/12/7,72.78,3,24,0.22,10460,24.2,6.6,0.09,0.3
2016/12/8,70.79,3,24,0.21,10455,24.2,6.6,0.09,0.3
2016/12/9,70.79,3,24,0.21,10465,24.2,6.6,0.09,0.3
2016/12/10,71.78,3,24,0.22,10450,24.2,6.6,0.09,0.3
2016/12/11,72.78,3,24,0.22,10455,24.2,6.6,0.09,0.3
2016/12/12,73.78,3,24,0.22,10435,24.2,6.6,0.09,0.3
2016/12/13,73.78,3,24,0.22,10445,24.2,6.6,0.09,0.3
2016/12/14,73.78,3,24,0.22,10450,24.2,6.6,0.09,0.3
2016/12/15,73.78,3,24,0.22,10450,24.2,6.6,0.09,0.3
2016/12/16,73.78,3,23.75,0.22,10440,24.2,6.6,0.09,0.3
2016/12/17,74.85,3,24,0.15,10450,24.2,6.6,0.09,0.2
2016/12/18,75.85,3,24,0.15,10465,24.2,6.6,0.09,0.2
2016/12/19,75.85,3,24,0.15,10460,24.2,6.6,0.09,0.2
2016/12/20,73.85,3,24,0.15,10455,24.2,6.6,0.09,0.2
2016/12/21,73.85,3,24,0.15,10460,24,6.6,0.09,0.2
2016/12/22,73.67,3,24,0.33,10475,24,6.6,0.09,0.45
2016/12/23,72.67,3,24,0.33,10425,24,6.6,0.09,0.45
2016/12/24,74.66,3,24,0.34,10465,24,6.6,0.09,0.45
2016/12/25,72.67,3,24,0.33,10465,24,6.6,0.09,0.45
2016/12/26,72.67,3,24,0.33,10455,24,6.6,0.09,0.45
2016/12/27,31.68,2,23.75,0.32,5665,24.8,6.3,0.09,1
2016/12/28,20.79,2,24,0.21,4488,25.8,7,0.09,1
2016/12/29,20.79,2,24,0.21,4465,27.8,8,0.09,1
2016/12/30,20.79,2,24,0.21,4536,28,8.8,0.09,1
2016/12/31,20.79,2,24,0.21,4584,28.2,8.6,0.09,1
2017/1/1,69.24,3,23.75,1.76,9615,27,8,0.09,2.48
2017/1/2,72.16,3,24,1.84,10920,26,7,0.09,2.48
2017/1/3,70.21,3,24,1.79,10704,25.8,6.6,0.09,2.48
2017/1/4,70.21,3,24,1.79,10992,25.8,6.6,0.09,2.48
2017/1/5,70.21,3,24,1.79,10776,25.6,6.8,0.09,2.48
2017/1/6,73.43,3,24,0.57,10824,25.6,6.8,0.09,0.77
2017/1/7,75.41,3,24,0.59,10872,25.5,6.8,0.12,0.77
2017/1/8,74.42,3,24,0.58,10632,25.6,6.8,0.13,0.77
2017/1/9,76.41,3,24,0.59,10992,25.5,6.6,0.13,0.77
2017/1/10,75.41,3,24,0.59,10968,25.4,6.6,0.13,0.77
2017/1/11,73.78,3,24,0.22,10728,25.6,6.6,0.14,0.3
2017/1/12,72.78,3,24,0.22,10632,25.2,6.6,0.12,0.3
2017/1/13,69.79,3,24,0.21,10704,25.2,6.6,0.13,0.3
2017/1/14,67.8,3,24,0.2,10656,25.2,6.6,0.13,0.3
2017/1/15,68.79,3,24,0.21,10584,25.2,6.6,0.13,0.3
2017/1/16,63.62,3,23.75,0.38,9864,25.2,6.9,0.13,0.6
2017/1/17,51.69,3,23.75,0.31,9399,25.3,7.3,0.34,0.6
2017/1/18,65.6,3,24,0.4,9912,25.8,7.4,0.14,0.6
2017/1/19,63.62,3,24,0.38,10056,25.2,7.3,0.28,0.6
2017/1/20,52.68,3,24,0.32,9620,25.4,7.4,0.28,0.6
2017/1/21,53.61,3,24,0.39,9070,25.8,7.5,0.28,0.73
2017/1/22,53.61,3,24,0.39,9506,25.8,7.6,0.34,0.73
2017/1/23,53.61,3,24,0.39,9325,25.9,7.6,0.35,0.73
2017/1/24,54.6,3,24,0.4,8673,25.8,7.6,0.3,0.73
2017/1/25,55.59,3,24,0.41,9997,25.9,7.7,0.32,0.73
2017/1/26,55.72,3,24,0.28,9845,25.9,7.5,0.3,0.5
2017/1/27,54.72,3,24,0.28,9883,25.9,7.5,0.4,0.5
2017/1/28,54.72,3,24,0.28,9784,25.9,7.7,0.45,0.5
2017/1/29,54.72,3,24,0.28,9751,25.9,7.7,0.52,0.5
2017/1/30,55.72,3,24,0.28,9800,25.9,7.7,0.54,0.5
2017/1/31,54.82,3,24,0.18,9750,25.9,7.7,0.53,0.32
2017/2/1,53.83,3,24,0.17,9909,25.9,7.7,0.34,0.32
2017/2/2,46.85,3,18.25,0.15,7450,27.1,8.2,0.34,0.32
2017/2/3,53.83,3,24,0.17,9880,27,7.8,0.35,0.32
2017/2/4,54.82,3,24,0.18,9685,26.9,7.7,0.34,0.32
2017/2/5,54.81,3,24,0.19,9521,26.8,7.5,0.35,0.35
2017/2/6,55.8,3,24,0.2,9695,26.5,7.5,0.36,0.35
2017/2/7,55.8,3,24,0.2,9715,26.8,7.5,0.36,0.35
2017/2/8,57.8,3,24,0.2,9705,26.8,7.5,0.36,0.35
2017/2/9,57.8,3,24,0.2,9720,26.8,7.5,0.34,0.35
2017/2/10,57.88,3,24,0.12,9580,26.8,7.5,0.34,0.2
2017/2/11,57.88,3,24,0.12,9630,26.8,7.5,0.35,0.2
2017/2/12,57.88,3,24,0.12,9548,26.8,7.5,0.35,0.2
2017/2/13,57.88,3,24,0.12,9612,26.5,7.4,0.35,0.2
2017/2/14,57.88,3,24,0.12,9550,26.3,7.4,0.33,0.2
2017/2/15,56.83,3,24,0.17,9620,26.3,7.4,0.33,0.3
2017/2/16,56.83,3,23.75,0.17,9488,26.3,7.4,0.35,0.3
2017/2/17,54.83,3,24,0.17,9510,26.3,7.4,0.33,0.3
2017/2/18,57.83,3,24,0.17,9652,26.2,7.4,0.31,0.3
2017/2/19,55.83,3,24,0.17,9570,26.3,7.4,0.35,0.3
2017/2/20,57.83,3,24,0.17,9535,26.3,7.4,0.35,0.3
2017/2/21,58.82,3,24,0.18,9325,26.2,7.4,0.3,0.3
2017/2/22,58.82,3,24,0.18,9487,26.2,7.4,0.3,0.3
2017/2/23,58.82,3,24,0.18,9493,26.2,7.4,0.35,0.3
2017/2/24,57.83,3,24,0.17,9437,26.2,7.4,0.35,0.3
2017/2/25,56.77,3,24,0.23,9446,26.2,7.4,0.3,0.4
2017/2/26,57.77,3,24,0.23,9477,26.2,7.4,0.35,0.4
2017/2/27,56.77,3,24,0.23,9535,26.2,7.4,0.3,0.4
2017/2/28,58.76,3,24,0.24,9670,26.2,7.4,0.39,0.4
2017/3/1,56.77,3,24,0.23,9645,26.2,7.4,0.39,0.4
2017/3/2,96.81,4,23.75,0.19,15800,25.6,7.7,0.51,0.2
2017/3/3,96.81,4,24,0.19,16400,24.6,7.2,0.49,0.2
2017/3/4,86.83,4,24,0.17,16150,24,6.9,0.47,0.2
2017/3/5,95.81,4,24,0.19,15000,24.5,7,0.47,0.2
2017/3/6,92.81,4,24,0.19,15600,23.8,6.3,0.47,0.2
2017/3/7,90.59,4,24,0.41,15600,23.3,6.2,0.43,0.45
2017/3/8,90.59,4,24,0.41,15316,23.2,6.2,0.46,0.45
2017/3/9,89.59,4,24,0.41,15600,23.2,6,0.46,0.45
2017/3/10,89.59,4,24,0.41,15600,23.2,5.9,0.48,0.45
2017/3/11,88.6,4,24,0.4,15500,23.2,5.8,0.47,0.45
2017/3/12,89.86,4,24,0.14,15560,23,5.8,0.47,0.15
2017/3/13,86.87,4,24,0.13,15635,23.2,5.8,0.47,0.15
2017/3/14,94.86,4,24,0.14,15700,23.2,5.8,0.47,0.15
2017/3/15,92.86,4,23.75,0.14,15635,23,5.8,0.47,0.15
2017/3/16,92.86,4,24,0.14,15620,23,5.8,0.46,0.15
2017/3/17,92.91,4,24,0.09,15480,23,5.8,0.46,0.1
2017/3/18,92.91,4,24,0.09,15450,23,5.8,0.46,0.1
2017/3/19,90.91,4,24,0.09,15100,23,5.8,0.46,0.1
2017/3/20,89.91,4,24,0.09,15400,23,5.8,0.46,0.1
2017/3/21,89.91,4,24,0.09,15450,23,5.8,0.46,0.1
2017/3/22,88.91,4,24,0.09,15350,23,5.8,0.46,0.1
2017/3/23,89.91,4,24,0.09,15000,23,5.8,0.46,0.1
2017/3/24,90.91,4,24,0.09,15000,23,5.8,0.46,0.1
2017/3/25,89.91,4,24,0.09,14810,22.8,5.7,0.46,0.1
2017/3/26,89.91,4,24,0.09,14900,22.8,5.8,0.46,0.1
2017/3/27,89.95,4,24,0.05,14396,22.8,5.8,0.46,0.05
2017/3/28,89.95,4,24,0.05,15000,22.8,5.8,0.46,0.05
2017/3/29,89.95,4,24,0.05,15300,22.8,5.8,0.46,0.05
2017/3/30,88.96,4,24,0.04,14800,22.8,5.8,0.46,0.05
2017/3/31,87.96,4,24,0.04,15300,22.8,5.7,0.44,0.05
2017/4/1,88.96,4,24,0.04,15873,22.8,5.7,0.44,0.05
2017/4/2,88.96,4,24,0.04,15781,22.8,5.8,0.44,0.05
2017/4/3,91.95,4,24,0.05,15316,22.8,5.7,0.44,0.05
2017/4/4,92.95,4,24,0.05,15166,22.8,5.8,0.45,0.05
2017/4/5,92.95,4,24,0.05,15215,22.8,5.8,0.45,0.05
2017/4/6,93.97,4,24,0.03,15058,22.8,5.8,0.41,0.03
2017/4/7,91.97,4,24,0.03,15123,22.8,5.8,0.45,0.03
2017/4/8,92.97,4,24,0.03,14833,22.8,5.8,0.45,0.03
2017/4/9,91.97,4,24,0.03,15026,22.8,5.8,0.44,0.03
2017/4/10,92.97,4,24,0.03,15120,22,6,0.16,0.03
2017/4/11,92.97,4,24,0.03,15020,22.1,6,0.2,0.03
2017/4/12,93.97,4,24,0.03,15080,22,6,0.17,0.03
2017/4/13,95.97,4,24,0.03,15180,22,6,0.19,0.03
2017/4/14,95.97,4,24,0.03,15130,22,6,0.16,0.03
2017/4/15,62.78,3,23.75,0.22,15020,23,6.2,0.13,0.35
2017/4/16,55.97,3,24,0.03,15093,23.8,6.9,0.15,0.05
2017/4/17,56.97,3,24,0.03,15112,24,7.2,0.15,0.05
2017/4/18,55.97,3,24,0.03,15103,24.5,7.5,0.15,0.05
2017/4/19,56.97,3,24,0.03,15126,24.8,7.9,0.16,0.05
2017/4/20,56.97,3,24,0.03,15118,24.8,8,0.16,0.05
2017/4/21,57.98,3,24,0.02,15127,24.9,8.1,0.16,0.03
2017/4/22,57.98,3,24,0.02,15115,25,8.1,0.16,0.03
2017/4/23,57.98,3,24,0.02,15132,25,8.2,0.16,0.03
2017/4/24,57.98,3,24,0.02,15113,25,8.2,0.16,0.03
2017/4/25,57.98,3,24,0.02,15096,25,8.3,0.16,0.03
2017/4/26,57.85,3,24,0.15,15127,25,8.3,0.16,0.25
2017/4/27,57.85,3,24,0.15,15103,25,8.3,0.15,0.25
2017/4/28,58.85,3,24,0.15,15146,25,8.3,0.15,0.25
2017/4/29,57.85,3,24,0.15,15126,25,8.3,0.15,0.25
2017/4/30,57.85,3,24,0.15,15139,25,8.3,0.16,0.25
2017/5/1,57.1,3,24,0.9,15108,25,8.3,0.16,1.56
2017/5/2,57.1,3,24,0.9,15133,25,8.3,0.16,1.56
2017/5/3,58.08,3,24,0.92,15116,25,8.3,0.16,1.56
2017/5/4,58.08,3,24,0.92,15141,25,8.3,0.16,1.56
2017/5/5,57.1,3,24,0.9,15123,25,8.3,0.14,1.56
2017/5/6,57.97,3,24,0.03,15106,25,8.3,0.15,0.05
2017/5/7,57.97,3,24,0.03,15143,25,8.3,0.15,0.05
2017/5/8,57.97,3,24,0.03,15129,25,8.4,0.14,0.05
2017/5/9,57.97,3,24,0.03,15086,25,8.4,0.14,0.05
2017/5/10,60.97,3,24,0.03,15107,25,8.4,0.14,0.05
2017/5/11,57.91,3,24,0.09,15076,25,8.4,0.14,0.15
2017/5/12,54.92,3,24,0.08,15109,25,8.4,0.14,0.15
2017/5/13,54.92,3,24,0.08,15131,25,8.4,0.14,0.15
2017/5/14,34.96,2.5,23.75,0.04,14083,25.2,8.3,0.12,0.1
2017/5/15,30.97,2.5,24,0.03,13713,26,8.7,0.12,0.1
2017/5/16,31.97,2.5,24,0.03,13759,26,9.1,0.12,0.1
2017/5/17,31.97,2.5,24,0.03,13690,26.2,9.5,0.12,0.1
2017/5/18,31.97,2.5,24,0.03,13721,26.5,9.7,0.12,0.1
2017/5/19,56.94,3,23.75,0.06,14507,25.8,9.6,0.14,0.1
2017/5/20,66.93,3,24,0.07,15034,25.2,9,0.14,0.1
2017/5/21,50.95,3,17.83,0.05,11238,25.1,8.5,0.14,0.1
2017/5/22,66.93,3,24,0.07,15093,25,8.7,0.14,0.1
2017/5/23,65.93,3,24,0.07,15038,25,8.5,0.14,0.1
2017/5/24,64.93,3,24,0.07,15003,25,8.4,0.14,0.1
2017/5/25,62.94,3,24,0.06,15021,25,8.3,0.14,0.1
2017/5/26,61.94,3,24,0.06,15043,24.8,8.3,0.14,0.1
2017/5/27,62.94,3,24,0.06,15106,24.8,8.3,0.14,0.1
2017/5/28,61.94,3,24,0.06,15069,23.8,8.3,0.14,0.1
2017/5/29,61.89,3,24,0.11,15106,23.8,8.3,0.14,0.17
2017/5/30,62.89,3,24,0.11,15131,23.8,8.3,0.14,0.17
2017/5/31,62.89,3,24,0.11,15129,23.8,8.3,0.14,0.17
2017/6/1,62.89,3,24,0.11,15113,23.8,8.3,0.14,0.17
2017/6/2,62.89,3,24,0.11,15104,23.8,8.3,0.14,0.17
2017/6/3,62.81,3,24,0.19,15089,23.7,8.2,0.14,0.3
2017/6/4,62.81,3,24,0.19,15103,23.7,8.2,0.14,0.3
2017/6/5,65.8,3,24,0.2,13200,24.5,8.3,0.32,0.3
2017/6/6,63.81,3,24,0.19,13118,24.5,8.3,0.32,0.3
2017/6/7,64.8,3,24,0.2,13072,24.3,8.3,0.35,0.3
2017/6/8,31.97,3,12.5,0.03,6536,24.3,8.3,0.35,0.1
2017/6/9,47.95,3,18.83,0.05,9000,25.2,8,0.37,0.1
2017/6/10,70.93,3,24,0.07,12043,24.8,8.2,0.37,0.1
2017/6/11,71.93,3,24,0.07,12107,24.5,8.7,0.37,0.1
2017/6/12,70.93,3,24,0.07,12081,24.5,8.5,0.37,0.1
2017/6/13,70.96,3,24,0.04,12116,24.2,8.2,0.37,0.05
2017/6/14,71.96,3,24,0.04,12043,24.2,8.2,0.37,0.05
2017/6/15,71.96,3,24,0.04,12016,24.2,8.2,0.37,0.05
2017/6/16,71.96,3,23.75,0.04,12059,24.2,8.2,0.37,0.05
2017/6/17,73.96,3,24,0.04,12073,24.2,8,0.37,0.05
2017/6/18,74.95,3,24,0.05,12048,24.2,8,0.37,0.07
2017/6/19,73.95,3,24,0.05,12073,24.2,8,0.37,0.07
2017/6/20,73.95,3,24,0.05,12026,24.2,8,0.37,0.07
2017/6/21,66.95,3,24,0.05,12013,24,8,0.37,0.07
2017/6/22,67.95,3,24,0.05,11784,24,8,0.37,0.07
2017/6/23,69.98,3,24,0.02,11846,24,8,0.37,0.03
2017/6/24,69.98,3,24,0.02,11612,24,7.9,0.37,0.03
2017/6/25,69.98,3,24,0.02,11857,24,7.9,0.37,0.03
2017/6/26,69.98,3,23,0.02,11838,24,7.9,0.37,0.03
2017/6/27,62.98,3,22,0.02,11440,24,7.8,0.38,0.03
2017/6/28,68.97,3,24,0.03,13200,24.8,8,0.38,0.05
2017/6/29,72.96,3,24,0.04,13380,25,8,0.38,0.05
2017/6/30,68.97,3,24,0.03,11280,24.5,8.5,0.38,0.05
2017/7/1,68.97,3,24,0.03,11040,24.2,8.5,0.38,0.05
2017/7/2,68.97,3,24,0.03,10440,24.2,8.2,0.38,0.05
2017/7/3,68.81,3,24,0.19,10400,24,7.9,0.37,0.28
2017/7/4,68.81,3,24,0.19,10460,24,8,0.37,0.28
2017/7/5,66.81,3,24,0.19,10150,23.8,7.7,0.38,0.28
2017/7/6,67.81,3,24,0.19,10200,24,7.7,0.38,0.28
2017/7/7,68.81,3,24,0.19,10360,24,7.7,0.38,0.28
2017/7/8,67.8,3,24,0.2,10200,24,7.7,0.38,0.3
2017/7/9,67.8,3,24,0.2,10180,23.8,7.7,0.38,0.3
2017/7/10,68.79,3,24,0.21,10220,23.8,7.7,0.38,0.3
2017/7/11,67.8,3,24,0.2,10200,23.8,7.5,0.38,0.3
2017/7/12,68.79,3,24,0.21,10300,24,7.5,0.38,0.3
2017/7/13,69.79,3,24,0.21,10480,24.1,7.8,0.35,0.3
2017/7/14,68.83,3,24,0.17,10300,24.5,8.2,0.35,0.25
2017/7/15,67.83,3,23.75,0.17,10274,24.5,8.2,0.35,0.25
2017/7/16,67.83,3,24,0.17,10285,24.5,8.2,0.34,0.25
2017/7/17,67.83,3,24,0.17,10024,24.5,8.2,0.28,0.25
2017/7/18,68.83,3,24,0.17,10011,24.5,8.2,0.28,0.25
2017/7/19,68.79,3,24,0.21,10023,24.5,8.2,0.32,0.3
2017/7/20,68.79,3,24,0.21,10228,24.5,8.2,0.32,0.3
2017/7/21,68.79,3,24,0.21,10475,24.5,8.2,0.32,0.3
2017/7/22,68.79,3,24,0.21,10683,24.5,8.2,0.32,0.3
2017/7/23,68.79,3,24,0.21,10812,24.6,8.5,0.31,0.3
2017/7/24,68.83,3,24,0.17,11134,24.8,8.5,0.3,0.25
2017/7/25,67.83,3,24,0.17,11132,24.8,8.5,0.3,0.25
2017/7/26,67.83,3,24,0.17,11028,23.8,8.4,0.32,0.25
2017/7/27,66.83,3,24,0.17,10992,24,8.4,0.3,0.25
2017/7/28,68.83,3,24,0.17,11228,24,8.4,0.3,0.25
2017/7/29,67.97,3,24,0.03,11368,24,8.4,0.3,0.05
2017/7/30,69.96,3,24,0.04,11757,24,8.4,0.3,0.05
2017/7/31,68.97,3,24,0.03,11586,24,8.4,0.32,0.05
2017/8/1,68.97,3,24,0.03,11597,24,8.4,0.33,0.05
2017/8/2,68.97,3,24,0.03,11389,24,8.4,0.32,0.05
2017/8/3,68.97,3,24,0.03,11432,24,8.4,0.33,0.05
2017/8/4,68.97,3,24,0.03,11232,24,8.4,0.33,0.05
2017/8/5,68.97,3,24,0.03,11573,24,8.4,0.33,0.05
2017/8/6,68.97,3,24,0.03,11297,24,8.5,0.33,0.05
2017/8/7,68.97,3,24,0.03,11356,24,8.5,0.33,0.05
2017/8/8,67.83,3,24,0.17,11289,24,8.5,0.33,0.25
2017/8/9,68.83,3,24,0.17,11397,24,8.5,0.32,0.25
2017/8/10,68.83,3,24,0.17,11389,24,8.5,0.33,0.25
2017/8/11,67.83,3,24,0.17,11175,24,8.5,0.33,0.25
2017/8/12,83.96,4,23.75,0.04,13758,23,8.6,0.5,0.05
2017/8/13,92.35,4,24,0.65,15587,21.5,8,0.5,0.7
2017/8/14,90.09,4,24,0.91,15462,21,7.3,0.47,1
2017/8/15,91.08,4,24,0.92,15579,21,7.3,0.5,1
2017/8/16,91.08,4,24,0.92,15478,21,6.8,0.47,1
2017/8/17,89.1,4,24,0.9,15369,20.5,6.7,0.47,1
2017/8/18,89.1,4,24,0.9,15106,20.5,6.5,0.47,1
2017/8/19,89.95,4,24,0.05,15207,20.3,6.5,0.47,0.05
2017/8/20,89.95,4,24,0.05,15398,20,6.4,0.47,0.05
2017/8/21,88.96,4,24,0.04,15137,20,6.3,0.47,0.05
2017/8/22,86.96,4,24,0.04,14317,19.8,6.1,0.45,0.05
2017/8/23,89.95,4,24,0.05,14647,19.8,6.2,0.45,0.05
2017/8/24,89.95,4,24,0.05,14901,20,6.2,0.45,0.05
2017/8/25,86.96,4,24,0.04,14659,20,6.2,0.45,0.05
2017/8/26,86.96,4,24,0.04,14791,19.8,6.1,0.45,0.05
2017/8/27,88.96,4,24,0.04,14652,20,6.1,0.45,0.05
2017/8/28,85.96,4,24,0.04,14862,20,6.1,0.45,0.05
2017/8/29,85.9,4,24,0.1,14917,19.8,6.1,0.45,0.12
2017/8/30,86.9,4,24,0.1,14932,19.8,6.1,0.45,0.12
2017/8/31,85.9,4,24,0.1,14751,19.8,6.1,0.45,0.12
2017/9/1,84.9,4,24,0.1,15021,19.8,6,0.45,0.12
2017/9/2,85.9,4,24,0.1,14886,19.8,6,0.45,0.12
2017/9/3,86.91,4,24,0.09,15043,19.8,6,0.45,0.1
2017/9/4,84.91,4,24,0.09,14663,19.8,6,0.45,0.1
2017/9/5,84.91,4,24,0.09,14748,19.8,5.8,0.45,0.1
2017/9/6,84.91,4,24,0.09,14822,19.8,5.8,0.45,0.1
2017/9/7,84.91,4,24,0.09,14671,19.8,5.8,0.45,0.1
2017/9/8,84.96,4,24,0.04,14693,19.5,5.8,0.45,0.05
2017/9/9,84.96,4,24,0.04,14593,19.6,5.8,0.45,0.05
2017/9/10,84.96,4,24,0.04,14645,19.4,5.8,0.45,0.05
2017/9/11,83.96,4,24,0.04,14539,19.3,5.8,0.45,0.05
2017/9/12,84.96,4,24,0.04,14472,19.3,5.8,0.45,0.05
2017/9/13,84.96,4,24,0.04,14493,19.3,5.8,0.45,0.05
2017/9/14,84.96,4,24,0.04,14508,19.3,5.8,0.45,0.05
2017/9/15,84.96,4,24,0.04,14517,19.3,5.8,0.45,0.05
2017/9/16,84.96,4,23.75,0.04,14895,19.3,5.8,0.45,0.05
2017/9/17,86.96,4,24,0.04,14559,19.3,5.8,0.45,0.05
2017/9/18,84.87,4,24,0.13,14633,19.3,5.8,0.43,0.15
2017/9/19,82.88,4,24,0.12,14583,19.3,5.8,0.43,0.15
2017/9/20,82.88,4,24,0.12,14527,19.3,5.8,0.43,0.15
2017/9/21,83.87,4,24,0.13,14602,19.3,5.8,0.45,0.15
2017/9/22,83.87,4,24,0.13,14657,19.3,5.8,0.45,0.15
2017/9/23,82.92,4,24,0.08,14253,17,5.8,0.45,0.1
2017/9/24,72.93,4,23.75,0.07,12101,17.2,5.8,0.34,0.1
2017/9/25,69.93,4,23.75,0.07,11404,16.5,5.7,0.34,0.1
2017/9/26,63.62,4,24,9.38,10787,16.5,5.7,0.34,12.85
2017/9/27,65.47,4,24,10.53,10797,16.3,5.7,0.34,13.85
2017/9/28,70.2,4,24,5.8,10807,16.3,5.8,0.34,7.63
2017/9/29,63.22,4,24,11.78,10705,16.2,5.9,0.34,15.7
2017/9/30,63.43,4,24,12.57,10635,16.1,6.1,0.33,16.54
2017/10/1,62.89,4,24,14.11,10485,16,6.1,0.33,18.33
2017/10/2,70.58,4,24,7.42,10635,16,6.1,0.33,9.51
2017/10/3,74.36,4,24,2.64,10755,16,6.1,0.33,3.43
2017/10/4,62.59,4,24,12.41,10705,16,6.1,0.33,16.54
2017/10/5,65.04,4,24,11.96,10910,16,6.1,0.34,15.53
2017/10/6,67.18,4,24,8.82,10406,16.1,6.2,0.32,11.61
2017/10/7,40.36,3,23.75,4.64,6734,20.5,6.2,0.29,10.3
2017/10/8,40.88,3,24,0.12,7425,19,6.2,0.27,0.3
2017/10/9,39.55,3,24,1.45,7968,19,6.2,0.27,3.53
2017/10/10,48.44,3,24,1.56,7438,19,6.4,0.27,3.12
2017/10/11,51.79,2.5,23.75,0.21,7460,18.5,6.5,0.27,0.4
2017/10/12,54.85,2.5,24,0.15,7586,18.8,6.6,0.27,0.28
2017/10/13,52.97,2.5,24,0.03,7488,18.8,6.6,0.27,0.05
2017/10/14,54.69,2.5,24,0.31,7516,18.8,6.6,0.26,0.57
2017/10/15,53.97,2.5,24,0.03,7470,18.8,6.7,0.25,0.05
