date,OT,1,2,3,4,5,6
2011/8/26,60,53,71.2,33.75,11.79,733720,24
2011/8/27,60,53,68.77,33.47,11.8,733720,24
2011/8/28,60,53,65.17,33.27,11.75,733720,24
2011/8/29,60,53,61.18,33.11,11.68,733720,24
2011/8/30,60,53,58.2,32.81,11.66,733720,24
2011/8/31,60,53,62.61,33.65,11.69,733720,24
2011/9/1,60,53,63.53,33.69,11.71,733720,24
2011/9/2,60,53,59.36,33.27,11.7,733720,24
2011/9/3,60,53,58.22,33.23,11.7,733720,24
2011/9/4,60,53,57.02,33.13,11.59,733720,24
2011/9/5,60,53,53.46,31.98,11.62,733720,24
2011/9/6,60,53,59.92,33.63,11.77,733720,24
2011/9/7,60,53,57.37,33.02,11.76,733720,24
2011/9/8,60,53,56.52,33.14,11.72,733720,24
2011/9/9,60,53,55.85,32.84,11.73,733720,24
2011/9/10,60,53,57.14,33.48,11.82,733720,24
2011/9/11,60,53,54.39,32.97,11.74,733720,24
2011/9/12,46,53,48.35,32.27,11.74,563635,24
2011/9/13,48,53,49.2,32.41,11.73,583635,24
2011/9/14,52,53,52.71,33.11,11.78,633635,24
2011/9/15,60,53,72.94,34.97,12,733635,24
2011/9/16,60,53,73.04,34.54,12.02,733635,24
2011/9/17,60,53,72.33,34.24,12.01,733635,24
2011/9/18,60,53,71.96,34.22,12.01,733635,24
2011/9/19,60,53,71.18,34.08,11.98,733635,24
2011/9/20,60,53,69.83,33.98,12,733635,24
2011/9/21,60,53,67.71,33.88,11.98,733635,24
2011/9/22,60,53,65.55,33.88,11.93,733635,24
2011/9/23,60,53,63.73,33.84,11.85,733635,24
2011/9/24,60,53,60.23,33.84,11.85,733635,24
2011/9/25,60,53,63.01,34.21,11.9,733635,24
2011/9/26,60,53,60.44,33.43,11.87,733635,24
2011/9/27,60,53,55.4,33.18,11.87,733635,24
2011/9/28,60,53,52.49,33.11,11.79,733635,24
2011/9/29,49,53,52.07,32.95,11.81,605348,24
2011/9/30,60,53,52.9,32.78,11.84,745181,24
2011/10/1,58,53,61.64,33.67,11.92,723994,24
2011/10/2,58,53,57.59,32.93,11.84,723994,24
2011/10/3,58,53,57.76,34.04,11.82,723994,24
2011/10/4,58,53,50.45,32.42,11.72,723994,24
2011/10/5,58,53,54.01,32.17,11.73,723994,24
2011/10/6,58,53,69.25,36.21,12.05,723994,24
2011/10/7,58,53,63.9,33.79,12,723994,24
2011/10/8,58,53,53.07,31.32,11.75,723994,24
2011/10/9,58,53,53.85,33.08,11.88,723994,24
2011/10/10,58,53,49.47,32.12,11.72,723994,24
2011/10/11,66,53,69.15,35.05,12.02,823994,24
2011/10/12,66,53,68.13,34.5,12.01,823994,24
2011/10/13,66,53,66.56,34.28,12.01,823994,24
2011/10/14,66,53,61.93,33.76,11.92,823994,24
2011/10/15,58,53,52.72,32.3,11.76,723995,24
2011/10/16,58,53,50.07,32.42,11.76,723995,24
2011/10/17,58,53,50.09,32.69,11.78,723995,24
2011/10/18,58,53,50.4,32.58,11.79,723995,24
2011/10/19,58,53,50.74,32.83,11.78,723995,24
2011/10/20,58,53,50.9,32.8,11.78,723995,24
2011/10/21,65,53,63.74,34.5,12.02,793995,24
2011/10/22,62,53,59.4,33.82,11.92,753995,24
2011/10/23,61,53,55.79,33.56,11.87,743995,24
2011/10/24,59,53,51.48,32.72,11.83,713995,24
2011/10/25,59,53,48.61,32.12,11.81,713995,24
2011/10/26,59,53,48.09,31.99,11.77,713995,24
2011/10/27,59,53,48.87,32.04,11.76,713995,24
2011/10/28,59,53,49.46,32.68,11.77,713995,24
2011/10/29,59,53,47.5,31.95,11.72,713995,24
2011/10/30,59,53,48.96,32.01,11.75,713995,24
2011/10/31,59,53,49.29,32.46,11.75,713995,24
2011/11/1,59,53,48.59,32.29,11.72,713995,24
2011/11/2,59,53,45.79,32.16,11.73,713995,24
2011/11/3,59,53,47.43,31.98,11.79,713995,24
2011/11/4,46,53,46.03,31.05,11.75,561598,24
2011/11/5,45,53,44.48,30.6,11.67,552478,24
2011/11/6,45,53,42.4,29.98,11.69,552478,24
2011/11/7,48,53,61.99,34.83,11.97,585000,24
2011/11/8,45,53,53.77,32.54,11.79,550000,24
2011/11/9,45,53,52.57,33.01,11.84,550000,24
2011/11/10,45,53,52.73,33.41,11.92,550000,24
2011/11/11,45,53,49.95,32.18,11.81,550000,24
2011/11/12,45,53,46.99,31.78,11.75,550000,24
2011/11/13,45,53,46.22,31.53,11.71,550000,24
2011/11/14,45,53,46.8,31.42,11.75,550000,24
2011/11/15,43,53,44.08,30.7,11.71,530000,24
2011/11/16,45,53,46.08,31.49,11.72,550000,24
2011/11/17,44,53,43.61,30.42,11.72,540000,24
2011/11/18,44,53,42.35,30.03,11.69,540000,24
2011/11/19,46,53,47.82,32.03,11.78,560000,24
2011/11/20,46,53,48.46,32.44,11.78,560000,24
2011/11/21,46,53,46.52,31.65,11.78,560000,24
2011/11/22,46,53,46.47,31.31,11.77,560000,24
2011/11/23,46,53,46.59,31.85,11.77,560000,24
2011/11/24,47,53,45.2,31.17,11.79,572387,24
2011/11/25,49,53,48.93,32.6,11.71,592387,24
2011/11/26,49,53,46.26,31.39,11.73,592387,24
2011/11/27,49,53,45.96,31.89,11.73,592387,24
2011/11/28,49,53,47.02,31.89,11.73,592387,24
2011/11/29,49,53,45.72,31.16,11.69,592387,24
2011/11/30,49,53,44.99,30.79,11.66,592387,24
2011/12/1,49,53,45.03,31.06,11.68,592387,24
2011/12/2,49,53,44.72,30.85,11.71,592387,24
2011/12/3,49,53,44.62,30.77,11.61,592387,24
2011/12/4,49,53,43.97,30.55,11.64,592387,24
2011/12/5,49,53,43.21,30.25,11.65,592387,24
2011/12/6,49,53,43.39,30.8,11.69,592387,24
2011/12/7,44,53,44.03,30.34,11.76,536252,24
2011/12/8,44,53,44.85,30.22,11.7,536252,24
2011/12/9,44,53,42.66,30.24,11.76,539279,24
2011/12/10,44,53,43.18,30.2,11.66,539279,24
2011/12/11,48,53,56.22,33.26,11.88,579279,24
2011/12/12,48,53,68.11,34.91,12.05,579279,24
2011/12/13,64,53,66.83,34.51,12.19,772101,24
2011/12/14,63,53,65.2,34.37,12.14,757613,24
2011/12/15,58,44,69.69,33.18,11.65,693654,24
2011/12/16,55,44,68.91,31.29,11.67,657613,24
2011/12/17,55,44,68.67,31.26,11.69,657613,24
2011/12/18,55,44,67.29,31.01,11.68,657613,24
2011/12/19,55,44,67.18,31.41,11.67,657613,24
2011/12/20,55,44,64.07,30.64,11.68,657613,24
2011/12/21,55,44,62.42,30.52,11.62,657613,24
2011/12/22,50,44,58.79,30.11,11.56,607613,24
2011/12/23,50,44,57.67,30.12,11.61,607613,24
2011/12/24,41,44,53.68,29.17,11.55,499707,24
2011/12/25,43,44,56.15,30.14,11.58,519707,24
2011/12/26,43,44,54.16,29.14,11.55,519707,24
2011/12/27,43,44,54.24,29.5,11.57,519707,24
2011/12/28,43,44,54.14,29.5,11.53,519707,24
2011/12/29,48,44,64.07,31.24,11.67,569707,24
2011/12/30,48,44,66.68,31.15,11.65,569707,24
2011/12/31,48,44,65.22,30.81,11.64,569707,24
2012/1/1,52,44,62.69,30.46,11.72,616772,24
2012/1/2,50,44,59.67,30.02,11.6,596772,24
2012/1/3,50,44,58.85,30.3,11.59,596772,24
2012/1/4,53,44,68.89,31.44,11.69,626772,24
2012/1/5,53,44,67.93,31.15,11.65,626772,24
2012/1/6,53,44,63.99,30.28,11.65,626772,24
2012/1/7,54,44,70.89,31.6,11.69,636772,24
2012/1/8,54,44,70.35,31.19,11.71,636772,24
2012/1/9,54,44,69.41,30.93,11.71,636772,24
2012/1/10,55,44,69.82,30.91,11.73,645752,24
2012/1/11,55,44,69.82,30.91,11.73,645752,24
2012/1/12,53,44,66.29,30.54,11.59,625752,24
2012/1/13,53,44,61.57,29.41,11.62,625752,24
2012/1/14,53,44,60.14,29.72,11.57,625752,24
2012/1/15,53,44,59.67,29.74,11.58,625752,24
2012/1/16,53,44,57.27,29.46,11.58,625752,24
2012/1/17,53,44,54.61,28.76,11.55,625752,24
2012/1/18,51,44,50.63,27.62,11.51,605752,24
2012/1/19,51,44,49.76,27.82,11.49,605752,24
2012/1/20,51,44,48.73,27.39,11.48,605752,24
2012/1/21,51,44,51.38,28.19,11.15,605752,24
2012/1/22,49,44,52.42,28.6,11.52,585752,24
2012/1/23,46,44,49.2,27.78,11.48,555752,24
